node1,node2
Angular R.5,Temporal Sup R.9
Temporal Mid R.5,Temporal Mid R.8
Temporal Mid R.5,Temporal Mid R.10
Temporal Mid R.5,Temporal Sup R.9
Temporal Sup R.4,Temporal Sup R.2
Temporal Sup R.4,Heschl R.1
Temporal Sup R.4,Temporal Sup R.5
Temporal Sup R.4,Temporal Sup R.7
Temporal Sup R.4,Temporal Sup R.8
Temporal Sup R.4,Rolandic Oper R.4
Temporal Sup R.4,Temporal Mid R.10
Temporal Sup R.4,Temporal Sup R.9
Temporal Sup R.4,Temporal Sup R.11
Temporal Sup R.7,Temporal Sup R.2
Temporal Sup R.7,Heschl R.1
Temporal Sup R.7,Rolandic Oper R.2
Temporal Sup R.7,Temporal Sup R.5
Temporal Sup R.7,Temporal Sup R.8
Temporal Sup R.7,Rolandic Oper R.4
Temporal Sup R.7,Temporal Mid R.10
Temporal Sup R.7,Insula R.6
Temporal Sup R.7,Temporal Sup R.11
Temporal Inf R.7,Fusiform R.3
Temporal Inf R.7,Fusiform R.6
Temporal Inf R.7,Fusiform R.7
Frontal Sup R.6,Frontal Mid R.1
Frontal Sup R.6,Frontal Mid R.4
Frontal Sup R.6,Frontal Mid R.9
Frontal Sup R.6,Frontal Mid R.10
Frontal Sup R.6,Frontal Mid R.13
Frontal Sup R.6,Frontal Mid R.14
Frontal Sup R.6,Frontal Sup R.8
Frontal Sup R.6,Frontal Sup R.10
Frontal Sup R.10,Frontal Mid R.4
Frontal Sup R.10,Frontal Mid R.9
Frontal Sup R.10,Frontal Mid R.13
Cingulum Ant L.3,Cingulum Ant R.3
Cingulum Ant L.4,Cingulum Ant L.5
Cingulum Ant L.4,Frontal Med Orb L.1
Cingulum Ant L.4,Frontal Sup Orb L.1
Cingulum Ant L.4,Frontal Sup Orb L.3
Cingulum Ant L.4,Frontal Med Orb R.1
Cingulum Ant L.4,Caudate R.2
Cingulum Ant L.4,Frontal Sup Orb R.1
Cingulum Ant L.4,Frontal Med Orb R.3
Cingulum Ant L.5,Frontal Sup Orb L.1
Cingulum Ant L.5,Frontal Sup Orb L.3
Cingulum Ant L.5,Frontal Med Orb R.1
Cingulum Ant L.5,Caudate R.2
Cingulum Ant L.5,Frontal Med Orb R.3
Frontal Med Orb L.1,Frontal Sup Orb L.1
Frontal Med Orb L.1,Frontal Sup Orb L.3
Frontal Med Orb L.1,Frontal Med Orb R.1
Frontal Med Orb L.1,Frontal Sup Orb R.1
Frontal Med Orb L.1,Frontal Sup Orb R.2
Frontal Med Orb L.1,Frontal Med Orb R.3
Frontal Sup Orb L.1,Frontal Sup Orb L.3
Frontal Sup Orb L.1,Frontal Med Orb R.1
Frontal Sup Orb L.1,Frontal Sup Orb R.1
Frontal Sup Orb L.1,Frontal Med Orb R.3
Frontal Sup Orb L.3,Frontal Med Orb R.1
Frontal Sup Orb L.3,Caudate R.2
Frontal Sup Orb L.3,Frontal Sup Orb R.1
Frontal Sup Orb L.3,Frontal Med Orb R.3
Frontal Med Orb R.1,Caudate R.2
Frontal Med Orb R.1,Frontal Sup Orb R.1
Frontal Med Orb R.1,Frontal Med Orb R.3
Caudate R.2,Frontal Med Orb R.3
Caudate R.2,Caudate R.3
Frontal Sup Orb R.1,Frontal Sup Orb R.2
Frontal Sup Orb R.1,Frontal Med Orb R.3
Frontal Med Orb R.3,Frontal Sup Orb R.2
Fusiform R.7,Temporal Inf R.10
Temporal Inf R.8,Temporal Inf R.9
Temporal Inf R.9,Temporal Mid R.12
Temporal Inf R.9,Temporal Mid R.14
Temporal Mid R.12,Temporal Pole Mid R.2
Temporal Mid R.12,Temporal Inf R.2
Temporal Mid R.12,Temporal Mid R.14
Temporal Mid R.12,Temporal Sup R.11
Frontal Mid R.12,Frontal Sup R.1
Frontal Mid R.12,Frontal Mid R.3
Frontal Mid R.12,Frontal Mid R.8
Frontal Mid R.12,Frontal Mid R.10
Frontal Mid R.12,Frontal Sup R.8
Frontal Mid R.12,Precentral R.11
Frontal Mid R.12,Precentral R.13
Temporal Mid R.8,Temporal Mid R.1
Temporal Mid R.8,Temporal Mid R.10
Temporal Mid R.8,Temporal Sup R.9
Temporal Mid R.10,Temporal Sup R.2
Temporal Mid R.10,Temporal Sup R.9
Frontal Mid Orb R.3,Frontal Inf Orb R.3
Frontal Mid Orb R.3,Frontal Inf Orb R.5
Frontal Mid Orb R.3,Frontal Sup Orb R.3
Frontal Sup Orb R.2,Frontal Mid Orb R.4
ParaHippocampal R.2,Temporal Pole Sup R.1
ParaHippocampal R.2,Temporal Pole Sup R.2
ParaHippocampal R.2,Temporal Pole Mid R.2
ParaHippocampal R.2,Insula R.3
ParaHippocampal R.2,Hippocampus R.1
Rolandic Oper R.4,Insula R.1
Rolandic Oper R.4,Temporal Sup R.2
Rolandic Oper R.4,Frontal Inf Orb R.2
Rolandic Oper R.4,Heschl R.1
Rolandic Oper R.4,Rolandic Oper R.1
Rolandic Oper R.4,Rolandic Oper R.2
Rolandic Oper R.4,Temporal Sup R.5
Rolandic Oper R.4,Temporal Pole Sup R.3
Rolandic Oper R.4,Temporal Sup R.8
Rolandic Oper R.4,Insula R.5
Rolandic Oper R.4,Insula R.6
Rolandic Oper R.4,Insula R.7
Temporal Pole Mid R.4,Temporal Pole Sup R.1
Temporal Pole Mid R.4,Temporal Inf R.2
Temporal Pole Mid R.4,Temporal Pole Mid R.3
Temporal Pole Mid R.4,Temporal Mid R.14
Temporal Pole Mid R.4,Frontal Sup Orb R.3
Temporal Pole Mid R.4,Temporal Pole Mid R.5
Temporal Mid R.1,Temporal Inf R.10
Precentral R.11,Frontal Mid R.10
Precentral R.11,Precentral R.13
Caudate R.3,Putamen R.3
Caudate R.3,Putamen R.4
Frontal Mid R.19,Frontal Inf Tri R.2
Frontal Mid R.19,Frontal Mid R.17
Frontal Mid R.19,Frontal Inf Tri R.4
Frontal Mid R.19,Frontal Mid R.18
Frontal Mid R.19,Frontal Inf Tri R.5
Precentral R.13,Frontal Sup R.1
Precentral R.13,Frontal Mid R.3
Precentral R.13,Frontal Mid R.8
Precentral R.13,Precentral R.9
Temporal Pole Mid R.5,Temporal Pole Sup R.1
Temporal Pole Mid R.5,Temporal Pole Sup R.2
Temporal Pole Mid R.5,Temporal Pole Mid R.2
Temporal Pole Mid R.5,Fusiform R.3
Temporal Pole Mid R.5,Insula R.3
Temporal Pole Mid R.5,Temporal Mid R.14
Precentral R.14,Frontal Inf Tri R.1
Precentral R.14,Frontal Mid R.1
Precentral R.14,Frontal Mid R.3
Precentral R.14,Frontal Inf Oper R.1
Precentral R.14,Frontal Inf Oper R.2
Precentral R.14,Precentral R.6
Precentral R.14,Frontal Mid R.10
Precentral R.14,Frontal Mid R.14
Precentral R.14,Precentral R.8
Precentral R.14,Frontal Mid R.18
Precentral R.14,Frontal Inf Tri R.6
Temporal Pole Sup R.1,Temporal Pole Sup R.2
Temporal Pole Sup R.1,Temporal Pole Mid R.2
Temporal Pole Sup R.1,Insula R.3
Temporal Pole Sup R.2,Temporal Pole Mid R.2
Temporal Pole Sup R.2,Insula R.3
Temporal Pole Sup R.2,Temporal Pole Sup R.3
Temporal Pole Sup R.2,Temporal Sup R.11
Temporal Pole Mid R.2,Hippocampus R.1
Temporal Pole Mid R.2,Temporal Mid R.14
Temporal Pole Mid R.2,Temporal Sup R.11
Frontal Sup R.1,Frontal Mid R.8
Frontal Sup R.1,Frontal Sup R.8
Frontal Mid R.8,Frontal Mid R.3
Frontal Mid R.8,Frontal Mid R.10
Frontal Mid R.8,Frontal Mid R.13
Frontal Mid R.8,Frontal Sup R.8
Frontal Sup R.8,Frontal Mid R.3
Frontal Sup R.8,Frontal Mid R.4
Frontal Sup R.8,Frontal Mid R.10
Frontal Sup R.8,Frontal Mid R.13
Frontal Mid R.4,Frontal Mid R.1
Frontal Mid R.4,Frontal Mid R.2
Frontal Mid R.4,Frontal Mid R.9
Frontal Mid R.4,Frontal Mid R.10
Frontal Mid R.4,Frontal Mid R.13
Frontal Mid R.4,Frontal Mid R.14
Frontal Mid R.10,Frontal Inf Tri R.1
Frontal Mid R.10,Frontal Mid R.1
Frontal Mid R.10,Frontal Mid R.3
Frontal Mid R.10,Frontal Inf Oper R.1
Frontal Mid R.10,Frontal Mid R.13
Frontal Mid R.10,Frontal Mid R.14
Frontal Mid R.10,Precentral R.8
Frontal Mid R.10,Frontal Inf Tri R.6
Frontal Mid R.13,Frontal Mid R.1
Frontal Mid R.13,Frontal Mid R.9
Frontal Mid R.13,Frontal Mid R.14
Temporal Sup R.2,Temporal Sup R.5
Temporal Sup R.2,SupraMarginal R.4
Temporal Sup R.2,Temporal Sup R.8
Temporal Sup R.2,Temporal Sup R.9
SupraMarginal R.4,Temporal Sup R.9
SupraMarginal R.4,Frontal Inf Oper R.3
Temporal Sup R.9,Temporal Sup R.5
Fusiform R.3,Hippocampus R.1
Fusiform R.3,Fusiform R.6
Temporal Mid R.14,Temporal Inf R.2
Insula R.1,Heschl R.1
Insula R.1,Putamen R.2
Insula R.1,Rolandic Oper R.2
Insula R.1,Putamen R.3
Insula R.1,Putamen R.4
Insula R.1,Insula R.4
Insula R.1,Temporal Sup R.8
Insula R.1,Insula R.5
Insula R.1,Insula R.6
Insula R.1,Insula R.7
Insula R.1,Temporal Sup R.11
Heschl R.1,Rolandic Oper R.2
Heschl R.1,Temporal Sup R.5
Heschl R.1,Insula R.4
Heschl R.1,Temporal Sup R.8
Heschl R.1,Insula R.5
Putamen R.2,Putamen R.3
Putamen R.2,Insula R.4
Rolandic Oper R.2,Frontal Inf Orb R.2
Rolandic Oper R.2,Rolandic Oper R.1
Rolandic Oper R.2,Temporal Sup R.5
Rolandic Oper R.2,Insula R.4
Rolandic Oper R.2,Temporal Sup R.8
Rolandic Oper R.2,Insula R.5
Rolandic Oper R.2,Insula R.6
Putamen R.3,Putamen R.4
Putamen R.3,Insula R.4
Putamen R.3,Frontal Inf Tri R.3
Putamen R.3,Insula R.5
Putamen R.3,Insula R.6
Putamen R.4,Frontal Inf Orb R.3
Insula R.4,Rolandic Oper R.1
Insula R.4,Insula R.5
Temporal Sup R.8,Frontal Inf Orb R.2
Temporal Sup R.8,Rolandic Oper R.1
Temporal Sup R.8,Temporal Sup R.5
Temporal Sup R.8,Temporal Pole Sup R.3
Temporal Sup R.8,Insula R.5
Temporal Sup R.8,Insula R.6
Temporal Sup R.8,Insula R.7
Temporal Sup R.8,Temporal Sup R.11
Insula R.5,Frontal Inf Orb R.2
Insula R.5,Rolandic Oper R.1
Insula R.5,Frontal Inf Tri R.3
Insula R.5,Temporal Pole Sup R.3
Insula R.5,Frontal Inf Oper R.3
Insula R.5,Insula R.6
Insula R.5,Insula R.7
Insula R.6,Frontal Inf Orb R.2
Insula R.6,Rolandic Oper R.1
Insula R.6,Frontal Inf Tri R.2
Insula R.6,Frontal Inf Tri R.3
Insula R.6,Temporal Pole Sup R.3
Insula R.6,Frontal Inf Oper R.3
Insula R.6,Frontal Inf Tri R.4
Insula R.6,Frontal Inf Tri R.5
Insula R.7,Frontal Inf Orb R.2
Insula R.7,Temporal Pole Sup R.3
Frontal Inf Tri R.2,Frontal Inf Orb R.2
Frontal Inf Tri R.2,Frontal Inf Orb R.5
Frontal Inf Tri R.2,Frontal Inf Oper R.3
Frontal Inf Tri R.2,Frontal Inf Tri R.4
Frontal Inf Tri R.2,Frontal Inf Tri R.5
Frontal Inf Orb R.5,Frontal Inf Orb R.2
Frontal Inf Orb R.5,Frontal Inf Tri R.5
Frontal Inf Tri R.5,Frontal Inf Orb R.2
Frontal Inf Tri R.5,Frontal Mid R.17
Frontal Inf Tri R.5,Frontal Inf Tri R.4
Frontal Inf Tri R.1,Frontal Mid R.1
Frontal Inf Tri R.1,Frontal Inf Oper R.1
Frontal Inf Tri R.1,Frontal Inf Oper R.2
Frontal Inf Tri R.1,Precentral R.8
Frontal Inf Tri R.1,Frontal Inf Oper R.3
Frontal Inf Tri R.1,Frontal Mid R.17
Frontal Inf Tri R.1,Frontal Inf Tri R.4
Frontal Inf Tri R.1,Frontal Mid R.18
Frontal Inf Tri R.1,Frontal Inf Tri R.6
Frontal Mid R.1,Frontal Mid R.2
Frontal Mid R.1,Frontal Mid R.3
Frontal Mid R.1,Frontal Inf Oper R.1
Frontal Mid R.1,Frontal Inf Oper R.2
Frontal Mid R.1,Frontal Mid R.14
Frontal Mid R.1,Precentral R.8
Frontal Mid R.1,Frontal Inf Tri R.6
Frontal Inf Oper R.1,Frontal Mid R.3
Frontal Inf Oper R.1,Frontal Inf Oper R.2
Frontal Inf Oper R.1,Precentral R.6
Frontal Inf Oper R.1,Frontal Mid R.14
Frontal Inf Oper R.1,Precentral R.8
Frontal Inf Oper R.1,Frontal Mid R.17
Frontal Inf Oper R.1,Frontal Inf Tri R.4
Frontal Inf Oper R.1,Frontal Mid R.18
Frontal Inf Oper R.1,Frontal Inf Tri R.6
Frontal Inf Oper R.2,Frontal Mid R.3
Frontal Inf Oper R.2,Precentral R.8
Frontal Inf Oper R.2,Frontal Inf Tri R.4
Frontal Inf Oper R.2,Frontal Inf Tri R.6
Precentral R.8,Frontal Mid R.3
Precentral R.8,Precentral R.6
Precentral R.8,Frontal Inf Tri R.6
Frontal Inf Oper R.3,Rolandic Oper R.1
Frontal Inf Oper R.3,Frontal Inf Tri R.3
Frontal Inf Oper R.3,Frontal Mid R.17
Frontal Inf Oper R.3,Frontal Inf Tri R.4
Frontal Inf Oper R.3,Frontal Mid R.18
Frontal Mid R.17,Frontal Mid R.2
Frontal Mid R.17,Frontal Mid R.14
Frontal Mid R.17,Frontal Inf Tri R.4
Frontal Mid R.17,Frontal Mid R.18
Frontal Inf Tri R.4,Frontal Mid R.2
Frontal Inf Tri R.4,Frontal Inf Tri R.3
Frontal Inf Tri R.4,Frontal Mid R.18
Frontal Inf Tri R.4,Frontal Inf Tri R.6
Frontal Mid R.18,Frontal Mid R.2
Frontal Mid R.18,Frontal Mid R.14
Frontal Mid R.18,Frontal Inf Tri R.6
Frontal Inf Tri R.6,Frontal Mid R.2
Frontal Inf Tri R.6,Frontal Mid R.3
Frontal Inf Tri R.6,Precentral R.6
Frontal Inf Tri R.6,Frontal Mid R.14
Frontal Mid R.9,Frontal Mid R.2
Temporal Pole Sup R.3,Frontal Inf Orb R.2
Frontal Mid R.2,Frontal Mid R.14
Temporal Sup R.5,Rolandic Oper R.1
Frontal Inf Orb R.2,Rolandic Oper R.1
Frontal Inf Orb R.2,Frontal Inf Tri R.3
Rolandic Oper R.1,Frontal Inf Tri R.3
SupraMarginal R.5,Parietal Inf R.2
Frontal Sup Orb R.3,Frontal Inf Orb R.3
